No,名称,北緯,東経,所在地
66,若松島,32.8672222,129.0080555,長崎県新上五島町,わかまつじま,キリシタン湾洞,若松 土井ノ浦
67,頭ヶ島,33.0122222,129.1827777,長崎県新上五島町,かしらがじま,頭ヶ島天主堂,友住郷
68,椛島,32.7694444,128.9922222,長崎県五島市,かばしま,大漁祈願。椛島神社例祭「宝来丸の曳船」,本窯町
69,福江島,32.6863888,128.8561111,長崎県五島市,ふくえじま,念仏踊り「チャンココ」,市内９地区
70,黄島,32.57,128.9041666,長崎県五島市,おうしま,黄島港「石積みの堤防」,黄島漁港
71,江島,33.0019444,129.35,長崎県西海市,えのしま,江島手作り醤油,江島農産加工センター
72,池島,32.885,129.6,長崎県長崎市,いけしま,採炭技術,池島町
73,端島/軍艦島,32.6277777,129.7380555,長崎県長崎市,はしま/ぐんかんじま,昭和の栄華を物語る「軍艦島」,島内全体
74,横浦島,32.3677777,130.3491666,熊本県天草市,よこうらじま,籠船,御所浦町横浦
75,通詞島,32.5511111,130.1152777,熊本県天草市,つうじしま,イルカが泳ぐ通詞島,五和町二江通詞島沖
76,姫島,33.7236111,131.6483333,大分県姫島村,ひめしま,踊り継ぐ盆踊り,島内各地区
77,島野浦島,32.6661111,131.8161111,宮崎県延岡市,しまのうらしま,活気あふれる瞬間！　島野浦神社秋季大祭,島浦町
78,上甑島,31.8458333,129.9175,鹿児島県薩摩川内市,かみこしきじま,玉石の石垣が残る「たましいの島」,里町一帯
79,種子島,30.7583333,131.0719444,鹿児島県西之表市,たねがしま,昔ながらの黒糖づくり,伊関沖ヶ浜田
80,種子島,30.6897222,131.0616666,鹿児島県西之表市、中種子町、南種子町,たねがしま,種子島に伝わる郷土芸能,現和風本神社、古田豊受神社など
81,屋久島,30.2341666,130.4775,鹿児島県屋久島町,やくしま,住民の憩いの場「海辺の温泉」,平内、湯泊
82,竹島,30.8138888,130.4172222,鹿児島県三島村,たけしま,竹の子に集う,竹島島内全域
83,硫黄島,30.7822222,130.2791666,鹿児島県三島村,いおうじま,八朔太鼓踊り,硫黄島島内全域
84,平島,29.6886111,129.5294444,鹿児島県十島村,たいらじま,平家ゆかりの島の伝統文化,平島
85,悪石島,29.4575,129.5930555,鹿児島県十島村,あくせきじま,砂風呂,悪石島
86,奄美大島,28.3202777,129.5322222,鹿児島県奄美市,あまみおおしま,小湊フワガネク遺跡群とソテツ群落,名瀬小湊集落
87,加計呂麻島,28.0941666,129.325,鹿児島県瀬戸内町,かけろまじま,諸鈍シバヤ（芝居）,諸鈍・大屯神社
88,与路島,28.0438888,129.1641666,鹿児島県瀬戸内町,よろじま,涼をよぶサンゴの石垣,与路島内
89,徳之島,27.7272222,129.0175,鹿児島県徳之島町,とくのしま,亀津浜踊り,亀津
90,南大東島,25.825,131.2141666,沖縄県南大東村,みなみだいとうじま,海辺の海水プール,塩屋
91,北大東島,25.9538888,131.2841666,沖縄県北大東村,きただいとうじま,空飛ぶ「漁船」,西港
92,野甫島,26.9972222,127.9252777,沖縄県伊平屋村,のほじま,小さな島の小さな商店,野甫島
93,平安座島,26.3697222,127.9841666,沖縄県うるま市,へんざじま,サングヮチャー（旧暦の3月節句）,中通り通称チョウの濱、東方のナンジャ岩
94,奥武島,26.1294444,127.7727777,沖縄県南城市,おうじま,トビーチャ（飛びイカ）を干す風景,奥武港
95,渡嘉敷島,26.1975,127.3647222,沖縄県渡嘉敷村,とかしきじま,魚が泳ぐ町並み,渡嘉敷集落
96,オーハ島,26.3394444,126.8383333,沖縄県久米島町,おーはじま,老漁師とサバニ,ハテの浜沖
97,下地島,24.825,125.1475,沖縄県宮古島市,しもじしま,民間ジェットパイロット訓練空港「下地島空港」,伊良部字佐和田
98,竹富島,24.33,124.0852777,沖縄県竹富町,たけとみじま,和の中の気「種子取祭」,竹富
99,西表島,24.4191666,123.7777777,沖縄県竹富町,いりおもてじま,島に息づく染と織,浦内川河口
100,波照間島,24.0566666,123.7813888,沖縄県竹富町,はてるまじま,さとうきび畑,波照間
1,羊蹄のふきだし湧水,42.8580555,140.8702777,北海道京極町,湧水
2,甘露泉水,45.2197222,141.2172222,北海道利尻富士町,湧水
3,ナイベツ川湧水,42.8155555,141.5961111,北海道千歳市蘭越,湧水
4,富田の清水,40.5955555,140.47,青森県弘前市紙漉町,湧水
5,渾神の清水,40.5458333,140.6205555,青森県平川市唐竹,湧水
6,金沢清水,39.9077777,140.9858333,岩手県八幡平市松尾寄木,湧水
7,龍泉洞地底湖の水,39.86,141.7972222,岩手県岩泉町,湧水
8,桂葉清水,38.6591666,141.0080555,宮城県栗原市高清水桂葉,湧水
9,広瀬川,38.2580555,140.8597222,宮城県仙台市,河川
10,六郷湧水群,39.4236111,140.5425,秋田県美郷町,湧水
11,力水,39.1636111,140.4961111,秋田県湯沢市古館山,湧水
12,月山山麓湧水群,38.4966666,139.9975,山形県西川町,湧水
13,小見川,38.4094444,140.3527777,山形県東根市羽入,湧水
14,磐梯西山麓湧水群,37.5761111,139.9847222,福島県磐梯町,湧水
15,小野川湧水,37.6902777,140.1225,福島県北塩原村,湧水
16,八溝川湧水群,36.9269444,140.2716666,茨城県大子町,湧水
17,出流原弁天池湧水,36.3666666,139.5388888,栃木県佐野市出流原町,湧水
18,尚仁沢湧水,36.8561111,139.8258333,栃木県塩谷町上寺島,湧水
19,雄川堰,36.2341666,138.9188888,群馬県甘楽町,用水
20,箱島湧水,36.5377777,138.9283333,群馬県東吾妻町箱島,湧水
21,風布川・日本水,36.1011111,139.1438888,埼玉県寄居町,湧水
22,熊野の清水,35.3455555,140.2433333,千葉県長南町佐坪滝ノ上,湧水
23,お鷹の道・真姿の池湧水群,35.695,139.4730555,東京都国分寺市西元町,湧水
24,御岳渓谷,35.8005555,139.1805555,東京都青梅市,河川
25,秦野盆地湧水群,35.3691666,139.2277777,神奈川県秦野市,湧水
26,洒水の滝・滝沢川,35.3522222,139.0613888,神奈川県山北町,河川
27,竜ヶ窪の水,36.9766666,138.6308333,新潟県津南町,湧水
28,杜々森湧水,37.3875,138.9736111,新潟県長岡市西中野俣,湧水
29,黒部川扇状地湧水群,36.8938888,137.4175,富山県黒部市、入善町,湧水
30,穴の谷の霊水,36.7219444,137.4072222,富山県上市町,湧水
31,立山玉殿の湧水,36.5788888,137.595,富山県立山町,湧水
32,瓜裂の清水,36.5661111,136.9816666,富山県砺波市,湧水
33,弘法池の水,36.3630555,136.6111111,石川県白山市釜清水町,湧水
34,古和秀水,37.2711111,136.7727777,石川県輪島市門前町鬼屋,湧水
35,御手洗池,37.0516666,136.875,石川県七尾市,湧水
36,瓜割ノ滝,35.4594444,135.8422222,福井県若狭町,湧水
37,御清水,35.9827777,136.4861111,福井県大野市泉町,湧水
38,鵜の瀬,35.445,135.79,福井県小浜市神宮寺,河川
39,忍野八海,35.4605555,138.8319444,山梨県忍野村,湧水
40,八ヶ岳南麓高原湧水群,35.8777777,138.3658333,山梨県北杜市,湧水
41,白州／尾白川,35.795,138.2944444,山梨県北杜市,河川
42,猿庫の泉,35.5327777,137.7908333,長野県飯田市羽場,湧水
43,安曇野わさび田湧水群,36.3358333,137.9111111,長野県安曇野市,湧水
44,姫川源流湧水,36.6327777,137.8475,長野県白馬村,湧水
45,宗祇水（白雲水）,35.7491666,136.9538888,岐阜県郡上市,湧水
46,長良川（中流域）,35.4391666,136.7772222,岐阜県美濃市、関市、岐阜市,河川
47,養老の滝・菊水泉,35.2822222,136.5388888,岐阜県養老町,湧水
48,柿田川湧水群,35.1069444,138.8994444,静岡県清水町,湧水
49,木曽川（中流域）,35.4063888,136.9627777,愛知県犬山市～可児川合流点,河川
50,智積養水,34.9958333,136.5411111,三重県四日市市,用水
51,恵利原の水穴（天の岩戸）,34.4069444,136.7627777,三重県志摩市磯部町,湧水
52,十王村の水,35.2438888,136.2388888,滋賀県彦根市西今町,湧水
53,泉神社湧水,35.3755555,136.4016666,滋賀県米原市大清水,湧水
54,伏見の御香水,34.9344444,135.7672222,京都府京都市伏見区,地下水
55,磯清水,35.5630555,135.1877777,京都府宮津市文殊（天橋立）,地下水
56,離宮の水,34.8847222,135.6730555,大阪府島本町,地下水
57,宮水,34.7316666,135.3413888,兵庫県西宮市,地下水
58,布引渓流,34.7088888,135.1936111,兵庫県神戸市中央区,河川
59,千種川,35.1311111,134.4352777,兵庫県西南部（宍粟市、佐用町、上郡町、赤穂市坂越）,河川
60,洞川湧水群,34.2697222,135.8855555,奈良県天川村,湧水
61,野中の清水,33.8283333,135.6344444,和歌山県田辺市,湧水
62,紀三井寺の三井水,34.185,135.19,和歌山県和歌山市,湧水
63,天の真名井,35.4386111,133.4416666,鳥取県米子市,湧水
64,天川の水,36.0841666,133.1130555,島根県海士町,湧水
65,壇鏡の滝湧水,36.2405555,133.2361111,島根県隠岐の島町,湧水
66,塩釜の冷泉,35.3,133.6791666,岡山県真庭市,湧水
67,雄町の冷泉,34.6858333,133.9711111,岡山県岡山市,湧水
68,岩井,35.3322222,133.9861111,岡山県鏡野町,湧水
69,太田川（中流域）,34.4255555,132.46,広島県広島市,河川
70,出合清水,34.3988888,132.51,広島県府中町,湧水
71,別府弁天池湧水,34.2555555,131.2447222,山口県美祢市秋芳町,湧水
72,桜井戸,34.0741666,132.205,山口県岩国市,湧水
73,寂地川,34.4291666,132.0558333,山口県岩国市,河川
74,江川の湧水,34.075,134.3394444,徳島県吉野川市,湧水
75,剣山御神水,33.8533333,134.0938888,徳島県三好市,湧水
76,湯船の水,34.5058333,134.2419444,香川県小豆島町,湧水
77,うちぬき,33.9191666,133.1808333,愛媛県西条市,自噴水
78,杖の淵,33.7922222,132.8113888,愛媛県松山市,湧水
79,観音水,33.3438888,132.5802777,愛媛県西予市,湧水
80,四万十川,33.1336111,132.8063888,高知県西部,河川
81,安徳水,33.535,133.2027777,高知県越知町,湧水
82,清水湧水,33.3288888,130.8119444,福岡県うきは市,湧水
83,不老水,33.6558333,130.4555555,福岡県福岡市,地下水
84,竜門の清水,33.2172222,129.8863888,佐賀県有田町,河川
85,清水川,33.3252777,130.2147222,佐賀県小城市,河川
86,島原湧水群,32.78,130.3666666,長崎県島原市,湧水
87,轟渓流,32.9469444,130.11,長崎県諫早市,河川
88,轟水源,32.6780555,130.6391666,熊本県宇土市,湧水
89,白川水源,32.8266666,131.0963888,熊本県南阿蘇村,湧水
90,菊池水源,33.0055555,130.9391666,熊本県菊池市,河川
91,池山水源,33.0461111,131.1844444,熊本県産山村,湧水
92,男池湧水群,33.1238888,131.2941666,大分県由布市,湧水
93,竹田湧水群,32.94,131.3944444,大分県竹田市,湧水
94,白山川,32.9,131.5425,大分県豊後大野市（稲積水中鍾乳洞）,河川
95,出の山湧水,31.98,130.9447222,宮崎県小林市,湧水
96,綾川湧水群,32.0288888,131.1919444,宮崎県綾町,湧水
97,屋久島宮之浦岳流水,30.3797222,130.5741666,鹿児島県屋久島町,河川
98,霧島山麓丸池湧水,31.9491666,130.7222222,鹿児島県湧水町,湧水
99,清水の湧水,31.4130555,130.4163888,鹿児島県南九州市,湧水
100,垣花樋川,26.1480555,127.7955555,沖縄県南城市,湧水
1,北海道虻田郡喜茂別町,42.7955555,140.9347222,北海道喜茂別町
2,北海道虻田郡京極町,42.8583333,140.8841666,北海道京極町
3,北海道中川郡美深町,44.4811111,142.3430555,北海道美深町
4,北海道広尾郡大樹町,42.4975,143.2788888,北海道大樹町
5,青森県北津軽郡鶴田町,40.7588888,140.4286111,青森県鶴田町
6,青森県上北郡十和田湖町,40.5863888,141.1088888,青森県十和田市
7,岩手県盛岡市,39.7019444,141.1541666,岩手県盛岡市
8,岩手県胆沢郡胆沢町,39.1166666,141.0697222,岩手県奥州市
9,岩手県下閉伊郡岩泉町,39.8430555,141.7966666,岩手県岩泉町
10,宮城県石巻市,38.4280555,141.3061111,宮城県石巻市
11,宮城県刈田郡七ケ宿町,37.9930555,140.4416666,宮城県七ケ宿町
12,秋田県北秋田郡森吉町,40.1183333,140.3813888,秋田県北秋田市
13,秋田県仙北郡六郷町,39.4211111,140.5438888,秋田県美郷町
14,山形県長井市,38.1077777,140.0405555,山形県長井市
15,山形県西村山郡西川町,38.4266666,140.1477777,山形県西川町
16,山形県飽海郡遊佐町,39.0147222,139.9075,山形県遊佐町
17,山形県飽海郡八幡町,38.9711111,139.9425,山形県酒田市
18,福島県郡山市,37.4005555,140.3597222,福島県郡山市
19,福島県南会津郡只見町,37.3486111,139.3158333,福島県只見町
20,福島県西白河郡西郷村,37.1419444,140.1552777,福島県西郷村
21,茨城県土浦市,36.0719444,140.1961111,茨城県土浦市
22,茨城県久慈郡大子町,36.7680555,140.3552777,茨城県大子町
23,栃木県芳賀郡茂木町,36.5322222,140.1875,栃木県茂木町
24,栃木県那須郡烏山町,36.6569444,140.1516666,栃木県那須烏山市
25,群馬県前橋市,36.3891666,139.0636111,群馬県前橋市
26,群馬県甘楽郡甘楽町,36.2430555,138.9219444,群馬県甘楽町
27,埼玉県加須市,36.1313888,139.6019444,埼玉県加須市
28,埼玉県大里郡寄居町,36.1183333,139.1930555,埼玉県寄居町
29,埼玉県北埼玉郡北川辺町,36.1902777,139.6616666,埼玉県加須市
30,千葉県佐原市,35.8977777,140.4991666,千葉県香取市
31,千葉県香取郡小見川町,35.8475,140.6036111,千葉県香取市
32,東京都墨田区,35.7105555,139.8016666,東京都墨田区
33,東京都日野市,35.6713888,139.395,東京都日野市
34,神奈川県南足柄市,35.3205555,139.1,神奈川県南足柄市
35,神奈川県愛甲郡清川村,35.4827777,139.2761111,神奈川県清川村
36,新潟県豊栄市,37.9163888,139.2188888,新潟県新潟市
37,新潟県北魚沼郡小出町,37.2302777,138.9616666,新潟県魚沼市
38,新潟県中魚沼郡津南町,37.0141666,138.6525,新潟県津南町
39,富山県黒部市,36.8736111,137.4491666,富山県黒部市
40,富山県砺波市,36.6475,136.9622222,富山県砺波市
41,富山県下新川郡入善町,36.9336111,137.5022222,富山県入善町
42,富山県東砺波郡庄川町,36.5775,136.9858333,富山県砺波市
43,石川県小松市,36.4086111,136.4455555,石川県小松市
44,石川県輪島市,37.3905555,136.8991666,石川県輪島市
45,石川県石川郡美川町,36.4908333,136.4922222,石川県白山市
46,福井県大野市,35.9805555,136.4875,福井県大野市
47,福井県遠敷郡上中町,35.4619444,135.8569444,福井県若狭町
48,山梨県北都留郡小菅村,35.7602777,138.9402777,山梨県小菅村
49,長野県上伊那郡箕輪町,35.915,137.9819444,長野県箕輪町
50,長野県木曽郡木曽福島町,35.8497222,137.6983333,長野県木曽町
51,長野県南安曇郡穂高町,36.3383333,137.8863888,長野県安曇野市
52,長野県南安曇郡豊科町,36.2980555,137.9069444,長野県安曇野市
53,長野県東筑摩郡明科町,36.3558333,137.9291666,長野県安曇野市
54,岐阜県大垣市,35.3594444,136.6127777,岐阜県大垣市
55,岐阜県海津郡海津町,35.2205555,136.6366666,岐阜県海津市
56,岐阜県郡上郡八幡町,35.7486111,136.9644444,岐阜県郡上市
57,岐阜県益田郡馬瀬村,35.8711111,137.1744444,岐阜県下呂市
58,静岡県三島市,35.1186111,138.9186111,静岡県三島市
59,静岡県天竜市,34.8727777,137.8161111,静岡県浜松市
60,静岡県榛原郡川根町,34.9427777,138.0772222,静岡県島田市
61,静岡県榛原郡中川根町,35.0469444,138.0816666,静岡県川根本町
62,静岡県榛原郡本川根町,35.1097222,138.1380555,静岡県川根本町
63,愛知県東加茂郡旭町,35.2316666,137.3622222,愛知県豊田市
64,三重県桑名郡長島町,35.0880555,136.6986111,三重県桑名市
65,滋賀県近江八幡市,35.1283333,136.0980555,滋賀県近江八幡市
66,滋賀県犬上郡甲良町,35.2041666,136.2613888,滋賀県甲良町
67,滋賀県坂田郡米原町,35.3152777,136.2838888,滋賀県米原市
68,滋賀県高島郡マキノ町,35.4644444,136.0397222,滋賀県高島市
69,京都府北桑田郡美山町,35.2725,135.5511111,京都府南丹市
70,大阪府大阪狭山市,34.5036111,135.5555555,大阪府大阪狭山市
71,兵庫県豊岡市,35.5444444,134.82,兵庫県豊岡市
72,兵庫県赤穂郡上郡町,34.8736111,134.3561111,兵庫県上郡町
73,兵庫県宍栗郡千種町,35.1527777,134.445,兵庫県宍粟市
74,奈良県吉野郡天川村,34.2419444,135.8552777,奈良県天川村
75,和歌山県日高郡美山村,33.9822222,135.3669444,和歌山県日高川町
76,鳥取県西伯郡淀江町,35.4530555,133.4191666,鳥取県米子市
77,島根県松江市,35.4680555,133.0486111,島根県松江市
78,島根県邑智郡桜江町,34.9583333,132.3352777,島根県江津市
79,島根県鹿足郡津和野町,34.4669444,131.7730555,島根県津和野町
80,岡山県岡山市,34.655,133.9197222,岡山県岡山市
81,岡山県苫田郡加茂町,35.1780555,134.0544444,岡山県津山市
82,広島県広島市,34.3852777,132.4552777,広島県広島市
83,広島県東広島市,34.4269444,132.7436111,広島県東広島市
84,山口県山口市,34.1783333,131.4738888,山口県山口市
85,山口県萩市,34.4080555,131.3991666,山口県萩市
86,徳島県徳島市,34.0702777,134.5547222,徳島県徳島市
87,香川県仲多度郡満濃町,34.1922222,133.8413888,香川県まんのう町
88,愛媛県西条市,33.9197222,133.1811111,愛媛県西条市
89,高知県中村市,32.9916666,132.9338888,高知県四万十市
90,高知県長岡郡本山町,33.7569444,133.5916666,高知県本山町
91,高知県長岡郡大豊町,33.7641666,133.6641666,高知県大豊町
92,高知県土佐郡土佐町,33.7375,133.5325,高知県土佐町
93,高知県土佐郡大川村,33.7836111,133.4666666,高知県大川村
94,高知県土佐郡本川村,33.7255555,133.3077777,高知県いの町
95,高知県高岡郡檮原町,33.3919444,132.9269444,高知県檮原町
96,高知県幡多郡十和村,33.2336111,132.8533333,高知県四万十町
97,福岡県柳川市,33.1630555,130.4061111,福岡県柳川市
98,福岡県甘木市,33.4233333,130.6655555,福岡県朝倉市
99,佐賀県佐賀市,33.2633333,130.3008333,佐賀県佐賀市
100,佐賀県佐賀郡富士町,33.3736111,130.2080555,佐賀県佐賀市
101,佐賀県神埼郡神埼町,33.3108333,130.3730555,佐賀県神埼市
102,長崎県島原市,32.7880555,130.3705555,長崎県島原市
103,熊本県熊本市,32.8033333,130.7080555,熊本県熊本市
104,熊本県阿蘇郡白水村,32.8255555,131.0819444,熊本県南阿蘇村
105,熊本県上益城郡嘉島町,32.74,130.7572222,熊本県嘉島町
106,熊本県上益城郡矢部町,32.685,130.99,熊本県山都町
107,大分県日田市,33.3211111,130.9413888,大分県日田市
108,大分県竹田市,32.9730555,131.3983333,大分県竹田市
109,大分県大野郡三重町,32.9780555,131.585,大分県豊後大野市
110,大分県下毛郡山国町,33.4025,131.0416666,大分県中津市
111,宮崎県延岡市,32.5822222,131.665,宮崎県延岡市
112,宮崎県東諸県郡綾町,31.9991666,131.2530555,宮崎県綾町
113,鹿児島県揖宿郡開聞町,31.2036111,130.5377777,鹿児島県指宿市
114,鹿児島県川辺郡川辺町,31.3913888,130.3936111,鹿児島県南九州市
115,沖縄県島尻郡玉城村,26.1444444,127.7669444,沖縄県南城市
1,菅野温泉,43.3255555,143.0491666,北海道鹿追町
2,養老牛温泉,43.5872222,144.7183333,北海道中標津町
3,定山渓温泉,42.9644444,141.1625,北海道札幌市
4,登別温泉,42.4947222,141.1436111,北海道登別市
5,洞爺湖温泉,42.5658333,140.8219444,北海道壮瞥町
6,ニセコ温泉郷,42.7980555,140.5980555,北海道ニセコ町
7,朝日温泉,42.9166666,140.4247222,北海道岩内町
8,酸ヶ湯温泉,40.6502777,140.8508333,青森県青森市
9,蔦温泉,40.5969444,140.9530555,青森県十和田市
10,花巻南温泉峡,39.4652777,140.9916666,岩手県花巻市
11,夏油温泉,39.2125,140.8880555,岩手県北上市
12,須川高原温泉,38.9797222,140.7705555,岩手県一関市
13,鳴子温泉郷,38.7425,140.7172222,宮城県大崎市
14,遠刈田温泉,38.1241666,140.5769444,宮城県蔵王町
15,峩々温泉,38.1444444,140.5005555,宮城県川崎町
16,乳頭温泉郷,39.8041666,140.7980555,秋田県仙北市
17,後生掛温泉,39.9722222,140.8,秋田県鹿角市
18,玉川温泉,39.9641666,140.7241666,秋田県仙北市
19,秋ノ宮温泉郷,38.9597222,140.5366666,秋田県湯沢市
20,銀山温泉,38.57,140.5308333,山形県尾花沢市
21,瀬見温泉,38.7541666,140.4127777,山形県最上町
22,赤倉温泉,38.7102777,140.5530555,山形県最上町
23,東山温泉,37.4780555,139.9625,福島県会津若松市
24,飯坂温泉,37.8319444,140.4502777,福島県福島市
25,二岐温泉,37.2416666,139.9883333,福島県天栄村
26,那須温泉郷,37.0972222,140.0013888,栃木県那須町
27,塩原温泉郷,36.9705555,139.8188888,栃木県那須塩原市
28,鬼怒川温泉,36.8358333,139.7197222,栃木県日光市
29,奥鬼怒温泉郷,36.8661111,139.3883333,栃木県日光市
30,草津温泉,36.6227777,138.5966666,群馬県草津町
31,伊香保温泉,36.4969444,138.9155555,群馬県渋川市
32,四万温泉,36.6816666,138.7802777,群馬県中之条町
33,法師温泉,36.7438888,138.8297222,群馬県みなかみ町
34,箱根湯本温泉,35.2291666,139.0986111,神奈川県箱根町
35,塔之沢温泉,35.2322222,139.0922222,神奈川県箱根町
36,芦之湯温泉,35.22,139.0413888,神奈川県箱根町
37,湯河原温泉,35.1472222,139.0716666,神奈川県湯河原町
38,越後湯沢温泉,36.9347222,138.8066666,新潟県湯沢町
39,松之山温泉,37.0647222,138.5994444,新潟県十日町市
40,大牧温泉,36.5005555,136.9941666,富山県南砺市
41,黒部峡谷温泉郷,36.8172222,137.5836111,富山県黒部市
42,山中温泉,36.2461111,136.3747222,石川県加賀市
43,山代温泉,36.2897222,136.3647222,石川県加賀市
44,粟津温泉,36.3305555,136.4461111,石川県小松市
